PDB_file, description
pred.model_idx_1-seed_66.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=66.pdb,
pred.model_idx_1-seed_67.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=67.pdb,
pred.model_idx_1-seed_68.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=68.pdb,
pred.model_idx_1-seed_69.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=69.pdb,
pred.model_idx_1-seed_70.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=70.pdb,
pred.model_idx_1-seed_71.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=71.pdb,
pred.model_idx_1-seed_72.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=72.pdb,
pred.model_idx_1-seed_73.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=73.pdb,
pred.model_idx_1-seed_74.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=74.pdb,
pred.model_idx_1-seed_75.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=75.pdb,
pred.model_idx_1-seed_76.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=76.pdb,
pred.model_idx_1-seed_77.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=77.pdb,
pred.model_idx_1-seed_78.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=78.pdb,
pred.model_idx_1-seed_79.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=79.pdb,
pred.model_idx_1-seed_80.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=80.pdb,
pred.model_idx_1-seed_81.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=81.pdb,
pred.model_idx_1-seed_82.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=82.pdb,
pred.model_idx_1-seed_83.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=83.pdb,
pred.model_idx_1-seed_84.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=84.pdb,
pred.model_idx_1-seed_85.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=85.pdb,
pred.model_idx_1-seed_86.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=86.pdb,
pred.model_idx_1-seed_87.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=87.pdb,
pred.model_idx_1-seed_88.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=88.pdb,
pred.model_idx_1-seed_89.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=89.pdb,
pred.model_idx_1-seed_90.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=90.pdb,
pred.model_idx_1-seed_91.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=91.pdb,
pred.model_idx_1-seed_92.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=92.pdb,
pred.model_idx_1-seed_93.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=93.pdb,
pred.model_idx_1-seed_94.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=94.pdb,
pred.model_idx_1-seed_95.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=95.pdb,
pred.model_idx_1-seed_96.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=96.pdb,
pred.model_idx_1-seed_97.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=97.pdb,
pred.model_idx_1-seed_98.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=98.pdb,
pred.model_idx_1-seed_99.pdb, tool=chai-1 msa=ak2_0.a3m sample=1 seed=99.pdb,
pred.model_idx_2-seed_0.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=0.pdb,
pred.model_idx_2-seed_1.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=1.pdb,
pred.model_idx_2-seed_2.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=2.pdb,
pred.model_idx_2-seed_3.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=3.pdb,
pred.model_idx_2-seed_4.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=4.pdb,
pred.model_idx_2-seed_5.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=5.pdb,
pred.model_idx_2-seed_6.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=6.pdb,
pred.model_idx_2-seed_7.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=7.pdb,
pred.model_idx_2-seed_8.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=8.pdb,
pred.model_idx_2-seed_9.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=9.pdb,
pred.model_idx_2-seed_10.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=10.pdb,
pred.model_idx_2-seed_11.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=11.pdb,
pred.model_idx_2-seed_12.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=12.pdb,
pred.model_idx_2-seed_13.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=13.pdb,
pred.model_idx_2-seed_14.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=14.pdb,
pred.model_idx_2-seed_15.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=15.pdb,
pred.model_idx_2-seed_16.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=16.pdb,
pred.model_idx_2-seed_17.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=17.pdb,
pred.model_idx_2-seed_18.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=18.pdb,
pred.model_idx_2-seed_19.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=19.pdb,
pred.model_idx_2-seed_20.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=20.pdb,
pred.model_idx_2-seed_21.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=21.pdb,
pred.model_idx_2-seed_22.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=22.pdb,
pred.model_idx_2-seed_23.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=23.pdb,
pred.model_idx_2-seed_24.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=24.pdb,
pred.model_idx_2-seed_25.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=25.pdb,
pred.model_idx_2-seed_26.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=26.pdb,
pred.model_idx_2-seed_27.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=27.pdb,
pred.model_idx_2-seed_28.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=28.pdb,
pred.model_idx_2-seed_29.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=29.pdb,
pred.model_idx_2-seed_30.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=30.pdb,
pred.model_idx_2-seed_31.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=31.pdb,
pred.model_idx_2-seed_32.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=32.pdb,
pred.model_idx_2-seed_33.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=33.pdb,
pred.model_idx_2-seed_34.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=34.pdb,
pred.model_idx_2-seed_35.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=35.pdb,
pred.model_idx_2-seed_36.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=36.pdb,
pred.model_idx_2-seed_37.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=37.pdb,
pred.model_idx_2-seed_38.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=38.pdb,
pred.model_idx_2-seed_39.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=39.pdb,
pred.model_idx_2-seed_40.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=40.pdb,
pred.model_idx_2-seed_41.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=41.pdb,
pred.model_idx_2-seed_42.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=42.pdb,
pred.model_idx_2-seed_43.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=43.pdb,
pred.model_idx_2-seed_44.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=44.pdb,
pred.model_idx_2-seed_45.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=45.pdb,
pred.model_idx_2-seed_46.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=46.pdb,
pred.model_idx_2-seed_47.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=47.pdb,
pred.model_idx_2-seed_48.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=48.pdb,
pred.model_idx_2-seed_49.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=49.pdb,
pred.model_idx_2-seed_50.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=50.pdb,
pred.model_idx_2-seed_51.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=51.pdb,
pred.model_idx_2-seed_52.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=52.pdb,
pred.model_idx_2-seed_53.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=53.pdb,
pred.model_idx_2-seed_54.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=54.pdb,
pred.model_idx_2-seed_55.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=55.pdb,
pred.model_idx_2-seed_56.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=56.pdb,
pred.model_idx_2-seed_57.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=57.pdb,
pred.model_idx_2-seed_58.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=58.pdb,
pred.model_idx_2-seed_59.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=59.pdb,
pred.model_idx_2-seed_60.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=60.pdb,
pred.model_idx_2-seed_61.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=61.pdb,
pred.model_idx_2-seed_62.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=62.pdb,
pred.model_idx_2-seed_63.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=63.pdb,
pred.model_idx_2-seed_64.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=64.pdb,
pred.model_idx_2-seed_65.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=65.pdb,
pred.model_idx_2-seed_66.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=66.pdb,
pred.model_idx_2-seed_67.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=67.pdb,
pred.model_idx_2-seed_68.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=68.pdb,
pred.model_idx_2-seed_69.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=69.pdb,
pred.model_idx_2-seed_70.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=70.pdb,
pred.model_idx_2-seed_71.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=71.pdb,
pred.model_idx_2-seed_72.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=72.pdb,
pred.model_idx_2-seed_73.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=73.pdb,
pred.model_idx_2-seed_74.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=74.pdb,
pred.model_idx_2-seed_75.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=75.pdb,
pred.model_idx_2-seed_76.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=76.pdb,
pred.model_idx_2-seed_77.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=77.pdb,
pred.model_idx_2-seed_78.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=78.pdb,
pred.model_idx_2-seed_79.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=79.pdb,
pred.model_idx_2-seed_80.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=80.pdb,
pred.model_idx_2-seed_81.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=81.pdb,
pred.model_idx_2-seed_82.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=82.pdb,
pred.model_idx_2-seed_83.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=83.pdb,
pred.model_idx_2-seed_84.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=84.pdb,
pred.model_idx_2-seed_85.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=85.pdb,
pred.model_idx_2-seed_86.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=86.pdb,
pred.model_idx_2-seed_87.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=87.pdb,
pred.model_idx_2-seed_88.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=88.pdb,
pred.model_idx_2-seed_89.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=89.pdb,
pred.model_idx_2-seed_90.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=90.pdb,
pred.model_idx_2-seed_91.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=91.pdb,
pred.model_idx_2-seed_92.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=92.pdb,
pred.model_idx_2-seed_93.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=93.pdb,
pred.model_idx_2-seed_94.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=94.pdb,
pred.model_idx_2-seed_95.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=95.pdb,
pred.model_idx_2-seed_96.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=96.pdb,
pred.model_idx_2-seed_97.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=97.pdb,
pred.model_idx_2-seed_98.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=98.pdb,
pred.model_idx_2-seed_99.pdb, tool=chai-1 msa=ak2_0.a3m sample=2 seed=99.pdb,
pred.model_idx_3-seed_0.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=0.pdb,
pred.model_idx_3-seed_1.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=1.pdb,
pred.model_idx_3-seed_2.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=2.pdb,
pred.model_idx_3-seed_3.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=3.pdb,
pred.model_idx_3-seed_4.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=4.pdb,
pred.model_idx_3-seed_5.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=5.pdb,
pred.model_idx_3-seed_6.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=6.pdb,
pred.model_idx_3-seed_7.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=7.pdb,
pred.model_idx_3-seed_8.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=8.pdb,
pred.model_idx_3-seed_9.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=9.pdb,
pred.model_idx_3-seed_10.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=10.pdb,
pred.model_idx_3-seed_11.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=11.pdb,
pred.model_idx_3-seed_12.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=12.pdb,
pred.model_idx_3-seed_13.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=13.pdb,
pred.model_idx_3-seed_14.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=14.pdb,
pred.model_idx_3-seed_15.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=15.pdb,
pred.model_idx_3-seed_16.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=16.pdb,
pred.model_idx_3-seed_17.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=17.pdb,
pred.model_idx_3-seed_18.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=18.pdb,
pred.model_idx_3-seed_19.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=19.pdb,
pred.model_idx_3-seed_20.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=20.pdb,
pred.model_idx_3-seed_21.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=21.pdb,
pred.model_idx_3-seed_22.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=22.pdb,
pred.model_idx_3-seed_23.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=23.pdb,
pred.model_idx_3-seed_24.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=24.pdb,
pred.model_idx_3-seed_25.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=25.pdb,
pred.model_idx_3-seed_26.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=26.pdb,
pred.model_idx_3-seed_27.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=27.pdb,
pred.model_idx_3-seed_28.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=28.pdb,
pred.model_idx_3-seed_29.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=29.pdb,
pred.model_idx_3-seed_30.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=30.pdb,
pred.model_idx_3-seed_31.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=31.pdb,
pred.model_idx_3-seed_32.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=32.pdb,
pred.model_idx_3-seed_33.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=33.pdb,
pred.model_idx_3-seed_34.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=34.pdb,
pred.model_idx_3-seed_35.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=35.pdb,
pred.model_idx_3-seed_36.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=36.pdb,
pred.model_idx_3-seed_37.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=37.pdb,
pred.model_idx_3-seed_38.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=38.pdb,
pred.model_idx_3-seed_39.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=39.pdb,
pred.model_idx_3-seed_40.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=40.pdb,
pred.model_idx_3-seed_41.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=41.pdb,
pred.model_idx_3-seed_42.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=42.pdb,
pred.model_idx_3-seed_43.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=43.pdb,
pred.model_idx_3-seed_44.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=44.pdb,
pred.model_idx_3-seed_45.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=45.pdb,
pred.model_idx_3-seed_46.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=46.pdb,
pred.model_idx_3-seed_47.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=47.pdb,
pred.model_idx_3-seed_48.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=48.pdb,
pred.model_idx_3-seed_49.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=49.pdb,
pred.model_idx_3-seed_50.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=50.pdb,
pred.model_idx_3-seed_51.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=51.pdb,
pred.model_idx_3-seed_52.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=52.pdb,
pred.model_idx_3-seed_53.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=53.pdb,
pred.model_idx_3-seed_54.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=54.pdb,
pred.model_idx_3-seed_55.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=55.pdb,
pred.model_idx_3-seed_56.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=56.pdb,
pred.model_idx_3-seed_57.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=57.pdb,
pred.model_idx_3-seed_58.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=58.pdb,
pred.model_idx_3-seed_59.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=59.pdb,
pred.model_idx_3-seed_60.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=60.pdb,
pred.model_idx_3-seed_61.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=61.pdb,
pred.model_idx_3-seed_62.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=62.pdb,
pred.model_idx_3-seed_63.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=63.pdb,
pred.model_idx_3-seed_64.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=64.pdb,
pred.model_idx_3-seed_65.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=65.pdb,
pred.model_idx_3-seed_66.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=66.pdb,
pred.model_idx_3-seed_67.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=67.pdb,
pred.model_idx_3-seed_68.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=68.pdb,
pred.model_idx_3-seed_69.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=69.pdb,
pred.model_idx_3-seed_70.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=70.pdb,
pred.model_idx_3-seed_71.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=71.pdb,
pred.model_idx_3-seed_72.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=72.pdb,
pred.model_idx_3-seed_73.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=73.pdb,
pred.model_idx_3-seed_74.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=74.pdb,
pred.model_idx_3-seed_75.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=75.pdb,
pred.model_idx_3-seed_76.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=76.pdb,
pred.model_idx_3-seed_77.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=77.pdb,
pred.model_idx_3-seed_78.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=78.pdb,
pred.model_idx_3-seed_79.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=79.pdb,
pred.model_idx_3-seed_80.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=80.pdb,
pred.model_idx_3-seed_81.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=81.pdb,
pred.model_idx_3-seed_82.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=82.pdb,
pred.model_idx_3-seed_83.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=83.pdb,
pred.model_idx_3-seed_84.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=84.pdb,
pred.model_idx_3-seed_85.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=85.pdb,
pred.model_idx_3-seed_86.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=86.pdb,
pred.model_idx_3-seed_87.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=87.pdb,
pred.model_idx_3-seed_88.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=88.pdb,
pred.model_idx_3-seed_89.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=89.pdb,
pred.model_idx_3-seed_90.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=90.pdb,
pred.model_idx_3-seed_91.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=91.pdb,
pred.model_idx_3-seed_92.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=92.pdb,
pred.model_idx_3-seed_93.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=93.pdb,
pred.model_idx_3-seed_94.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=94.pdb,
pred.model_idx_3-seed_95.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=95.pdb,
pred.model_idx_3-seed_96.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=96.pdb,
pred.model_idx_3-seed_97.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=97.pdb,
pred.model_idx_3-seed_98.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=98.pdb,
pred.model_idx_3-seed_99.pdb, tool=chai-1 msa=ak2_0.a3m sample=3 seed=99.pdb,
pred.model_idx_4-seed_0.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=0.pdb,
pred.model_idx_4-seed_1.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=1.pdb,
pred.model_idx_4-seed_2.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=2.pdb,
pred.model_idx_4-seed_3.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=3.pdb,
pred.model_idx_4-seed_4.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=4.pdb,
pred.model_idx_4-seed_5.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=5.pdb,
pred.model_idx_4-seed_6.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=6.pdb,
pred.model_idx_4-seed_7.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=7.pdb,
pred.model_idx_4-seed_8.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=8.pdb,
pred.model_idx_4-seed_9.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=9.pdb,
pred.model_idx_4-seed_10.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=10.pdb,
pred.model_idx_4-seed_11.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=11.pdb,
pred.model_idx_4-seed_12.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=12.pdb,
pred.model_idx_4-seed_13.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=13.pdb,
pred.model_idx_4-seed_14.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=14.pdb,
pred.model_idx_4-seed_15.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=15.pdb,
pred.model_idx_4-seed_16.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=16.pdb,
pred.model_idx_4-seed_17.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=17.pdb,
pred.model_idx_4-seed_18.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=18.pdb,
pred.model_idx_4-seed_19.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=19.pdb,
pred.model_idx_4-seed_20.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=20.pdb,
pred.model_idx_4-seed_21.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=21.pdb,
pred.model_idx_4-seed_22.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=22.pdb,
pred.model_idx_4-seed_23.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=23.pdb,
pred.model_idx_4-seed_24.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=24.pdb,
